Region,WRI,Exposure,Vulnerability,Susceptibility,Lack of Coping Capabilities, Lack of Adaptive Capacities,year,Continent,,,Region_1,year_1,Attribute,Value
Djibouti,15.48,25.78,60.03,36.19,84.33,59.58,2021,0,,,Poland,2011,WRI,3.42
Timor-Leste,15.75,28.27,55.73,41.83,75.72,49.64,2021,2,,,Poland,2011,Exposure,9.6
Cambodia,15.8,26.89,58.76,38.89,86.61,50.79,2021,2,,,Poland,2011,Vulnerability,35.62
Fiji,16.06,34.51,46.55,22.06,76.63,40.95,2021,4,,,Poland,2011,Susceptibility,17.27
Bangladesh,16.23,28.11,57.74,32.57,85.57,55.07,2021,2,,,Poland,2011,Lack of Coping Capabilities,56.89
Costa Rica,17.06,44.27,38.54,19.96,65.33,30.34,2021,1,,,Poland,2011,Lack of Adaptive Capacities,32.72
Cabo Verde,17.72,37.23,47.59,28.86,72.71,41.21,2021,0,,,Austria,2011,WRI,3.41
Guatemala,20.23,36.79,54.98,32.55,85.66,46.72,2021,1,,,Austria,2011,Exposure,13.4
Papua New Guinea,20.9,30.62,68.27,55.28,86.16,63.37,2021,4,,,Austria,2011,Vulnerability,25.48
Philippines,21.39,42.68,50.11,28.63,82.14,39.56,2021,2,,,Austria,2011,Susceptibility,13.85
Guyana,21.83,43.93,49.69,25.96,77.23,45.88,2021,1,,,Austria,2011,Lack of Coping Capabilities,37.52
Brunei,22.77,58.17,39.14,15.33,68.13,33.96,2021,0,,,Austria,2011,Lack of Adaptive Capacities,25.06
Antigua and Barb.,27.28,67.73,40.28,23.8,64.41,32.62,2021,0,,,Slovakia,2011,WRI,3.38
Dominica,27.42,61.74,44.41,23.42,71.13,38.67,2021,1,,,Slovakia,2011,Exposure,10.18
Tonga,30.51,63.63,47.95,28.42,79.81,35.62,2021,4,,,Slovakia,2011,Vulnerability,33.22
Solomon Is.,31.16,51.13,60.95,46.07,81.14,55.63,2021,3,,,Slovakia,2011,Susceptibility,14.43
Vanuatu,47.73,82.55,57.82,39.66,81.21,52.59,2021,4,,,Slovakia,2011,Lack of Coping Capabilities,54.8
Vanuatu,36.45,63.66,57.26,35.16,81.19,55.42,2017,4,,,Slovakia,2011,Lack of Adaptive Capacities,30.43
Tonga,28.57,55.27,51.7,28.45,81.45,45.18,2017,4,,,Spain,2011,WRI,3.29
Philippines,27.69,52.46,52.78,32.97,80.92,44.45,2017,2,,,Spain,2011,Exposure,10.65
Guatemala,20.46,36.3,56.36,36.82,80.78,51.48,2017,1,,,Spain,2011,Vulnerability,30.87
Bangladesh,19.57,31.7,61.72,40.39,86.41,58.37,2017,2,,,Spain,2011,Susceptibility,15.06
Solomon Is.,18.77,29.98,62.62,44.37,85.01,58.47,2017,3,,,Spain,2011,Lack of Coping Capabilities,49.65
Costa Rica,17.16,42.61,40.28,21.81,64.49,34.55,2017,1,,,Spain,2011,Lack of Adaptive Capacities,27.91
Cambodia,16.92,27.65,61.18,41.69,86.81,55.04,2017,2,,,Latvia,2011,WRI,3.09
El Salvador,16.74,32.6,51.36,29.64,75.49,48.96,2017,1,,,Latvia,2011,Exposure,8.66
Timor-Leste,16.37,25.73,63.61,52.09,82.18,56.55,2017,2,,,Latvia,2011,Vulnerability,35.63
Papua New Guinea,16.34,24.94,65.53,53.28,84.21,59.1,2017,4,,,Latvia,2011,Susceptibility,21.39
Brunei,16.22,41.1,39.46,16.44,63.97,37.96,2017,0,,,Latvia,2011,Lack of Coping Capabilities,55.32
Mauritius,15.11,37.35,40.45,18.63,61.49,41.23,2017,0,,,Latvia,2011,Lack of Adaptive Capacities,30.17
Nicaragua,14.88,27.23,54.64,36.8,81.35,45.76,2017,1,,,Ukraine,2011,WRI,3.02
Fiji,13.5,27.71,48.74,25.34,75.17,45.72,2017,4,,,Ukraine,2011,Exposure,7.2
Guinea-Bissau,13.5,19.65,68.7,53.6,89.14,63.35,2017,0,,,Ukraine,2011,Vulnerability,41.91
Japan,13.47,45.91,29.33,17.27,38.12,32.61,2017,2,,,Ukraine,2011,Susceptibility,21.49
Vietnam,12.84,25.35,50.66,27.22,76.74,48.01,2017,2,,,Ukraine,2011,Lack of Coping Capabilities,62.05
Jamaica,12.08,25.82,46.79,26.5,72.02,41.86,2017,1,,,Ukraine,2011,Lack of Adaptive Capacities,42.2
Gambia,11.99,19.29,62.18,44.52,82.97,59.04,2017,0,,,Belarus,2011,WRI,2.98
Haiti,11.89,16.26,73.11,62.01,90.62,66.71,2017,1,,,Belarus,2011,Exposure,8.03
Chile,11.74,30.95,37.93,20.25,58.34,35.2,2017,1,,,Belarus,2011,Vulnerability,37.15
Guyana,11.65,22.9,50.85,28.62,79.28,44.65,2017,1,,,Belarus,2011,Susceptibility,17.19
Niger,11.53,15.87,72.63,60.78,87.01,70.11,2017,0,,,Belarus,2011,Lack of Coping Capabilities,58.07
Benin,11.39,17.06,66.75,53.26,82.32,64.68,2017,0,,,Belarus,2011,Lack of Adaptive Capacities,36.19
Dominican Rep.,11.34,23.14,49.01,28.86,74.04,44.12,2017,1,,,Germany,2011,WRI,2.96
Cameroon,11.19,18.19,61.52,43.02,85.01,56.53,2017,0,,,Germany,2011,Exposure,11.14
Madagascar,11.11,16.03,69.3,65.58,83.37,58.95,2017,0,,,Germany,2011,Vulnerability,26.55
Chad,11.07,14.89,74.36,62.94,91.5,68.63,2017,0,,,Germany,2011,Susceptibility,14.78
Senegal,10.86,17.57,61.82,46.71,80.95,57.8,2017,0,,,Germany,2011,Lack of Coping Capabilities,39.2
Honduras,10.82,20.01,54.09,35.08,81.6,45.59,2017,1,,,Germany,2011,Lack of Adaptive Capacities,25.67
Cabo Verde,10.51,20.26,51.89,34.07,70.46,51.15,2017,0,,,Lithuania,2011,WRI,2.89
Indonesia,10.49,19.36,54.19,32.36,80.94,49.27,2017,2,,,Lithuania,2011,Exposure,8.39
Togo,10.48,15.56,67.38,55.67,85.3,61.17,2017,0,,,Lithuania,2011,Vulnerability,34.43
Burundi,10.48,15.13,69.3,62.96,88.13,56.81,2017,0,,,Lithuania,2011,Susceptibility,19.58
Sierra Leone,10.45,14.65,71.28,59.18,86.28,68.38,2017,0,,,Lithuania,2011,Lack of Coping Capabilities,49.53
Djibouti,9.99,16.34,61.16,38.28,82.54,62.67,2017,0,,,Lithuania,2011,Lack of Adaptive Capacities,34.19
Zimbabwe,9.96,14.96,66.55,57.42,88.71,53.54,2017,0,,,Denmark,2011,WRI,2.86
Albania,9.93,21.25,46.75,20.56,74.23,45.46,2017,3,,,Denmark,2011,Exposure,10.53
Afghanistan,9.69,13.17,73.61,56.21,92.82,71.81,2017,2,,,Denmark,2011,Vulnerability,27.16
Burkina Faso,9.62,14.32,67.17,54.76,84.03,62.71,2017,0,,,Denmark,2011,Susceptibility,14.56
Myanmar,9.06,14.87,60.95,36.23,88.06,58.55,2017,2,,,Denmark,2011,Lack of Coping Capabilities,39.82
Côte d'Ivoire,9.04,13.67,66.12,47.64,87.02,63.7,2017,0,,,Denmark,2011,Lack of Adaptive Capacities,27.11
Mozambique,8.93,12.73,70.11,65.19,84.43,60.71,2017,0,,,Singapore,2011,WRI,2.85
Ghana,8.69,14.48,60.03,45.58,77.93,56.57,2017,0,,,Singapore,2011,Exposure,9.21
Mali,8.68,12.55,69.14,54.91,83.66,68.87,2017,0,,,Singapore,2011,Vulnerability,30.97
Uzbekistan,8.64,16.18,53.4,30.79,77.88,51.54,2017,2,,,Singapore,2011,Susceptibility,14.6
Suriname,8.48,18.12,46.8,28.49,71.25,40.66,2017,1,,,Singapore,2011,Lack of Coping Capabilities,47.37
Guinea,8.42,12.03,70.01,54.27,89.58,66.17,2017,0,,,Singapore,2011,Lack of Adaptive Capacities,30.94
Netherlands,8.41,30.57,27.49,14.66,41.43,26.4,2017,3,,,Oman,2011,WRI,2.8
Kyrgyzstan,8.27,16.63,49.75,27.01,76.55,45.7,2017,2,,,Oman,2011,Exposure,6.41
Mauritania,8.19,12.47,65.65,48.01,86.02,62.93,2017,0,,,Oman,2011,Vulnerability,43.6
Nigeria,8.19,12.06,67.92,54.38,87.86,61.53,2017,0,,,Oman,2011,Susceptibility,21.08
Malawi,8.13,12.34,65.88,57.68,83.92,56.05,2017,0,,,Oman,2011,Lack of Coping Capabilities,60.82
Sudan,7.97,11.86,67.2,51.77,92.57,57.25,2017,0,,,Oman,2011,Lack of Adaptive Capacities,48.91
Tanzania,7.96,12.01,66.27,62.92,83.34,52.53,2017,2,,,France,2011,WRI,2.76
Bhutan,7.84,14.81,52.93,31.6,75.1,52.1,2017,2,,,France,2011,Exposure,9.64
Liberia,7.84,10.96,71.52,63.51,84.8,66.24,2017,0,,,France,2011,Vulnerability,28.6
Algeria,7.76,15.82,49.04,23.06,77.42,46.65,2017,0,,,France,2011,Susceptibility,15.45
Ecuador,7.66,16.15,47.45,27.8,74.66,39.89,2017,1,,,France,2011,Lack of Coping Capabilities,42.23
eSwatini,7.64,12.76,59.91,45.62,80.72,53.37,2017,0,,,France,2011,Lack of Adaptive Capacities,28.11
Trinidad and Tobago,7.56,17.54,43.12,19.28,69.04,41.03,2017,1,,,Luxembourg,2011,WRI,2.7
Sri Lanka,7.52,14.79,50.83,26.15,78.8,47.54,2017,2,,,Luxembourg,2011,Exposure,10.09
Zambia,7.46,11.37,65.67,62.31,80.34,54.36,2017,0,,,Luxembourg,2011,Vulnerability,26.78
Ethiopia,7.45,11.12,67.01,56.8,81.73,62.51,2017,0,,,Luxembourg,2011,Susceptibility,11.92
Comoros,7.44,10.97,67.78,58.61,83.96,60.77,2017,0,,,Luxembourg,2011,Lack of Coping Capabilities,39.99
Panama,7.43,16.45,45.15,27.74,67.52,40.19,2017,1,,,Luxembourg,2011,Lack of Adaptive Capacities,28.43
Congo,7.4,11.65,63.56,53.03,85.96,51.7,2017,0,,,Seychellen,2011,WRI,2.68
Rwanda,7.35,11.98,61.32,55.14,79.58,49.24,2017,0,,,Seychellen,2011,Exposure,6.09
Serbia,7.23,18.05,40.04,18.55,66.78,34.79,2017,3,,,Seychellen,2011,Vulnerability,43.97
Tajikistan,7.16,12.98,55.15,35.12,76.41,53.92,2017,2,,,Seychellen,2011,Susceptibility,21.16
Greece,7.11,21.11,33.71,17.4,51.31,32.42,2017,3,,,Seychellen,2011,Lack of Coping Capabilities,71.65
Pakistan,7.11,11.36,62.54,37.04,86.71,63.88,2017,2,,,Seychellen,2011,Lack of Adaptive Capacities,39.1
Lesotho,7.03,11.4,61.69,49.64,79.55,55.87,2017,0,,,Israel,2011,WRI,2.6
India,7,11.94,58.62,38.22,80.47,57.17,2017,2,,,Israel,2011,Exposure,7.13
Kenya,6.94,10.69,64.95,54.2,85.82,54.82,2017,0,,,Israel,2011,Vulnerability,36.44
Peru,6.91,14.4,48.02,29.05,73.84,41.18,2017,1,,,Israel,2011,Susceptibility,18.4
Morocco,6.87,13.25,51.86,28.12,75.84,51.62,2017,0,,,Israel,2011,Lack of Coping Capabilities,56.2
Central African Rep.,6.81,9.39,72.5,62.25,89.63,65.61,2017,0,,,Israel,2011,Lack of Adaptive Capacities,34.73
China,6.81,14.43,47.18,26.43,70.41,44.69,2017,2,,,Canada,2011,WRI,2.57
Colombia,6.76,13.84,48.84,28.32,75.95,42.27,2017,1,,,Canada,2011,Exposure,9.08
Uganda,6.66,10.16,65.53,55.81,87.67,53.1,2017,0,,,Canada,2011,Vulnerability,28.32
Turkmenistan,6.65,13.19,50.37,25.92,75.86,49.34,2017,2,,,Canada,2011,Susceptibility,14.04
Georgia,6.64,14.69,45.21,25.85,64.21,45.58,2017,2,,,Canada,2011,Lack of Coping Capabilities,44.58
Belize,6.6,13.31,49.57,27.91,74.16,46.63,2017,1,,,Canada,2011,Lack of Adaptive Capacities,26.35
Angola,6.57,10.18,64.55,52.03,85.52,56.09,2017,0,,,Switzerland,2011,WRI,2.55
Armenia,6.49,14.51,44.75,21.55,71.04,41.65,2017,2,,,Switzerland,2011,Exposure,9.96
Romania,6.47,15.77,41.06,21.46,61.54,40.17,2017,3,,,Switzerland,2011,Vulnerability,25.57
Malaysia,6.47,14.6,44.27,19.85,68.17,44.8,2017,2,,,Switzerland,2011,Susceptibility,14.27
Cuba,6.35,17.45,36.37,18.63,57.2,33.28,2017,1,,,Switzerland,2011,Lack of Coping Capabilities,36.89
North Macedonia,6.35,13.7,46.34,20.3,75.62,43.09,2017,3,,,Switzerland,2011,Lack of Adaptive Capacities,25.56
Eritrea,6.32,8.55,73.98,62.71,88.31,70.92,2017,0,,,Barbados,2011,WRI,2.44
Bosnia and Herz.,6.31,14.02,44.99,19.55,70.65,44.75,2017,1,,,Barbados,2011,Exposure,6.87
Mexico,6.25,13.84,45.14,23.57,71.86,39.99,2017,1,,,Barbados,2011,Vulnerability,35.54
Gabon,6.14,11.95,51.36,33.04,75.73,45.3,2017,0,,,Barbados,2011,Susceptibility,15.76
Thailand,6.12,14.38,42.53,20.63,64.65,42.32,2017,2,,,Barbados,2011,Lack of Coping Capabilities,50.34
Yemen,6.01,9.04,66.46,46.3,90.24,62.85,2017,2,,,Barbados,2011,Lack of Adaptive Capacities,40.52
Venezuela,5.99,13.15,45.56,23.35,74.79,38.55,2017,4,,,Egypt,2011,WRI,2.38
Azerbaijan,5.99,13.16,45.49,21.96,69.84,44.68,2017,2,,,Egypt,2011,Exposure,4.79
Laos,5.69,9.55,59.6,40.85,84.89,53.06,2017,2,,,Egypt,2011,Vulnerability,49.62
Syria,5.64,10.56,53.44,26.33,83.39,50.59,2017,3,,,Egypt,2011,Susceptibility,23.2
Tunisia,5.62,12.45,45.19,21.43,72.54,41.6,2017,0,,,Egypt,2011,Lack of Coping Capabilities,76.62
South Africa,5.62,12.08,46.52,30.35,69.33,39.88,2017,0,,,Egypt,2011,Lack of Adaptive Capacities,49.04
Namibia,5.59,10.41,53.75,46.04,71.05,44.16,2017,0,,,Grenada,2011,WRI,2.29
Hungary,5.55,15.61,35.56,16.31,53.56,36.8,2017,3,,,Grenada,2011,Exposure,4.9
Turkey,5.42,12.25,44.26,19.83,68.57,44.37,2017,2,,,Grenada,2011,Vulnerability,46.71
Nepal,5.37,9.16,58.67,42.61,81.27,52.13,2017,2,,,Grenada,2011,Susceptibility,26.14
Botswana,5.32,10.55,50.4,35.53,67.72,47.94,2017,0,,,Grenada,2011,Lack of Coping Capabilities,68.7
Lebanon,5.02,11.14,45.11,20.72,69.91,44.69,2017,2,,,Grenada,2011,Lack of Adaptive Capacities,45.29
Moldova,4.98,11.11,44.77,23.08,68.09,43.13,2017,4,,,Norway,2011,WRI,2.28
Bolivia,4.93,8.98,54.92,40.28,79.71,44.78,2017,2,,,Norway,2011,Exposure,8.75
Iran,4.87,10.19,47.78,19.19,80.35,43.81,2017,2,,,Norway,2011,Vulnerability,26.09
South Korea,4.8,14.89,32.25,14.52,46.52,35.73,2017,1,,,Norway,2011,Susceptibility,13.98
Iraq,4.77,8.08,59.05,32.05,89.09,56,2017,2,,,Norway,2011,Lack of Coping Capabilities,38.52
Jordan,4.76,10.53,45.17,22.77,68.18,44.55,2017,2,,,Norway,2011,Lack of Adaptive Capacities,25.77
Italy,4.63,13.85,33.4,16.81,54.98,28.4,2017,3,,,Estonia,2011,WRI,2.25
Eq. Guinea,4.56,8.22,55.52,29.87,85.08,51.6,2017,1,,,Estonia,2011,Exposure,6.8
Ireland,4.56,14.74,30.91,15.78,45.51,31.43,2017,3,,,Estonia,2011,Vulnerability,33.15
New Zealand,4.42,15.44,28.66,16.42,43.33,26.21,2017,4,,,Estonia,2011,Susceptibility,17.9
Bulgaria,4.34,11.66,37.19,18.14,57.02,36.42,2017,3,,,Estonia,2011,Lack of Coping Capabilities,51.09
Australia,4.24,15.05,28.19,15.05,42.04,27.48,2017,4,,,Estonia,2011,Lack of Adaptive Capacities,30.47
Brazil,4.23,9.53,44.43,24.8,67.17,41.32,2017,1,,,Finland,2011,WRI,2.06
Croatia,4.21,11.53,36.52,17.75,56.69,35.13,2017,3,,,Finland,2011,Exposure,8.14
Bahamas,4.14,10.71,38.67,18.14,53.99,43.87,2017,1,,,Finland,2011,Vulnerability,25.27
Uruguay,4.03,11.1,36.33,20.66,50.78,37.55,2017,1,,,Finland,2011,Susceptibility,14.67
United States of America,3.9,12.25,31.81,16.53,48.56,30.36,2017,3,,,Finland,2011,Lack of Coping Capabilities,36.55
Libya,3.89,7.8,49.93,25.01,75.81,48.97,2017,0,,,Finland,2011,Lack of Adaptive Capacities,24.59
Russia,3.78,9.38,40.28,21.35,59.07,40.41,2017,3,,,Sweden,2011,WRI,2
Kazakhstan,3.74,9.11,41.03,18.08,62.69,42.33,2017,2,,,Sweden,2011,Exposure,8.14
Paraguay,3.71,7.03,52.79,31.02,78.87,48.49,2017,1,,,Sweden,2011,Vulnerability,24.57
Argentina,3.69,9.55,38.59,21.36,59.72,34.7,2017,1,,,Sweden,2011,Susceptibility,14.34
Portugal,3.65,10.93,33.37,17.56,48.1,34.45,2017,3,,,Sweden,2011,Lack of Coping Capabilities,35.46
Austria,3.63,13.6,26.65,14.26,36.81,28.88,2017,3,,,Sweden,2011,Lack of Adaptive Capacities,23.91
Slovenia,3.62,11.59,31.25,14.97,50.87,27.92,2017,3,,,Kiribati,2011,WRI,1.88
United Kingdom,3.6,11.6,31.08,16.46,46.82,29.95,2017,2,,,Kiribati,2011,Exposure,3.31
Slovakia,3.56,10.21,34.85,14.25,55.25,35.05,2017,3,,,Kiribati,2011,Vulnerability,56.87
Czechia,3.52,10.82,32.5,14.87,50.32,32.31,2017,3,,,Kiribati,2011,Susceptibility,41.52
Kuwait,3.46,9.04,38.24,12.02,64.93,37.77,2017,2,,,Kiribati,2011,Lack of Coping Capabilities,83.54
Latvia,3.43,9.26,37.1,20.76,55.43,35.11,2017,3,,,Kiribati,2011,Lack of Adaptive Capacities,45.56
Poland,3.35,9.79,34.22,17.22,53.72,31.71,2017,3,,,Bahrain,2011,WRI,1.66
Belgium,3.33,11.66,28.54,15.6,40.4,29.64,2017,3,,,Bahrain,2011,Exposure,4.03
Spain,3.23,10.23,31.53,15.95,50,28.65,2017,3,,,Bahrain,2011,Vulnerability,41.27
Belarus,3.19,8.46,37.68,16.77,60.92,35.33,2017,3,,,Bahrain,2011,Susceptibility,15.74
Canada,3.13,10.25,30.55,14.85,45.91,30.9,2017,1,,,Bahrain,2011,Lack of Coping Capabilities,61.07
Ukraine,3.1,7.5,41.34,19,61.99,43.03,2017,3,,,Bahrain,2011,Lack of Adaptive Capacities,47.01
Germany,3.09,11.41,27.13,15.11,37.69,28.57,2017,3,,,Iceland,2011,WRI,1.56
Mongolia,3.08,6.52,47.17,32.32,65.48,43.73,2017,2,,,Iceland,2011,Exposure,6.22
Lithuania,3.06,8.88,34.49,18.99,50.36,34.13,2017,3,,,Iceland,2011,Vulnerability,25.01
Denmark,2.99,10.87,27.54,14.92,39.47,28.23,2017,3,,,Iceland,2011,Susceptibility,14.06
Cyprus,2.76,7.44,37.04,14.46,57.74,38.91,2017,2,,,Iceland,2011,Lack of Coping Capabilities,37.04
France,2.73,9.25,29.47,16.17,43.22,29.03,2017,3,,,Iceland,2011,Lack of Adaptive Capacities,23.94
Oman,2.72,6.41,42.37,16.44,63.53,47.14,2017,2,,,Saudi Arabia,2011,WRI,1.26
Seychellen,2.56,5.99,42.77,21.6,63.23,43.47,2017,3,,,Saudi Arabia,2011,Exposure,2.91
Luxembourg,2.55,9.12,27.95,12.32,41.17,30.36,2017,3,,,Saudi Arabia,2011,Vulnerability,43.3
Switzerland,2.5,9.56,26.19,14.37,37.6,26.6,2017,3,,,Saudi Arabia,2011,Susceptibility,18.26
Estonia,2.45,7.23,33.83,18.01,51.38,32.1,2017,3,,,Saudi Arabia,2011,Lack of Coping Capabilities,67.84
Israel,2.4,6.41,37.42,19.08,58.65,34.54,2017,2,,,Saudi Arabia,2011,Lack of Adaptive Capacities,43.8
Singapore,2.36,7.82,30.14,14.16,48.83,27.43,2017,2,,,Malta,2011,WRI,0.72
Egypt,2.3,4.72,48.75,21.62,76.91,47.72,2017,0,,,Malta,2011,Exposure,2.15
Norway,2.29,8.58,26.64,14.04,39.08,26.78,2017,3,,,Malta,2011,Vulnerability,33.34
Finland,2.25,8.19,27.43,15.45,38.99,27.86,2017,3,,,Malta,2011,Susceptibility,15.21
Sweden,2.19,7.97,27.47,15.08,40.36,26.96,2017,3,,,Malta,2011,Lack of Coping Capabilities,50.13
United Arab Emirates,1.98,5.93,33.37,10.39,56.29,33.44,2017,2,,,Malta,2011,Lack of Adaptive Capacities,34.67
Bahrain,1.77,4.27,41.41,13.28,65.68,45.28,2017,2,,,Qatar,2011,WRI,0.02
Kiribati,1.76,3.05,57.69,42.18,83.19,47.69,2017,4,,,Qatar,2011,Exposure,0.05
Iceland,1.54,5.67,27.19,14.68,41.67,25.23,2017,3,,,Qatar,2011,Vulnerability,33.18
Grenada,1.44,3.13,46.12,24.86,69.2,44.28,2017,1,,,Qatar,2011,Susceptibility,9.4
Barbados,1.21,3.46,34.99,16.53,49.96,38.49,2017,1,,,Qatar,2011,Lack of Coping Capabilities,52.12
Saudi Arabia,1.21,2.93,41.14,16.08,68.49,38.85,2017,2,,,Qatar,2011,Lack of Adaptive Capacities,38.03
Malta,0.61,1.65,37.1,15.03,57.1,39.17,2017,3,,,Vanuatu,2013,WRI,36.43
Qatar,0.09,0.28,32.25,9.36,49.03,38.36,2017,2,,,Vanuatu,2013,Exposure,63.66
Vanuatu,56.71,99.88,56.78,35.32,84.36,50.66,2019,4,,,Vanuatu,2013,Vulnerability,57.23
Antigua and Barb.,30.8,69.95,44.03,23.38,76.65,32.05,2019,0,,,Vanuatu,2013,Susceptibility,34.66
Tonga,29.39,61.41,47.86,28.19,79.92,35.47,2019,4,,,Vanuatu,2013,Lack of Coping Capabilities,81.27
Solomon Is.,29.36,48.31,60.77,46.37,80.95,55,2019,3,,,Vanuatu,2013,Lack of Adaptive Capacities,55.77
Guyana,22.87,44.98,50.84,26.41,79.68,46.44,2019,1,,,Tonga,2013,WRI,28.23
Papua New Guinea,22.18,32.54,68.18,55.45,86.21,62.88,2019,4,,,Tonga,2013,Exposure,55.27
Brunei,21.68,57.62,37.62,15.26,67.14,30.45,2019,0,,,Tonga,2013,Vulnerability,51.07
Guatemala,20.69,38.56,53.65,32.19,83.96,44.8,2019,1,,,Tonga,2013,Susceptibility,27.72
Philippines,20.69,41.93,49.34,28.86,80.98,38.17,2019,2,,,Tonga,2013,Lack of Coping Capabilities,80.56
Bangladesh,18.78,32.48,57.83,32.93,86.13,54.44,2019,2,,,Tonga,2013,Lack of Adaptive Capacities,44.94
Cabo Verde,18.02,38.26,47.1,31.13,67.63,42.54,2019,0,,,Philippines,2013,WRI,27.52
Fiji,17.83,38.43,46.41,21.54,78.76,38.93,2019,4,,,Philippines,2013,Exposure,52.46
Costa Rica,17.37,44.92,38.67,19.15,68.84,28.03,2019,1,,,Philippines,2013,Vulnerability,52.46
Djibouti,16.46,27.04,60.87,39.36,84.39,58.87,2019,0,,,Philippines,2013,Susceptibility,33.74
Timor-Leste,16.39,27.92,58.71,46.43,78.84,50.85,2019,2,,,Philippines,2013,Lack of Coping Capabilities,80.47
Haiti,16.34,24.18,67.56,50.37,90.28,62.03,2019,1,,,Philippines,2013,Lack of Adaptive Capacities,43.16
Cambodia,15.13,26.82,56.42,40.89,78.92,49.45,2019,2,,,Guatemala,2013,WRI,20.88
El Salvador,15.11,31.87,47.43,24.44,77.65,40.19,2019,1,,,Guatemala,2013,Exposure,36.3
Kiribati,14.64,25.52,57.37,40.53,82.56,49.02,2019,4,,,Guatemala,2013,Vulnerability,57.53
Comoros,14.63,23.54,62.12,44.85,83.84,57.67,2019,0,,,Guatemala,2013,Susceptibility,38.57
Nicaragua,13.78,25.95,53.11,30.35,82.88,46.11,2019,1,,,Guatemala,2013,Lack of Coping Capabilities,80.8
Niger,13.77,19.3,71.34,59.92,87.51,66.6,2019,0,,,Guatemala,2013,Lack of Adaptive Capacities,53.21
Guinea-Bissau,13.32,18.92,70.42,58.48,90.58,62.19,2019,0,,,Bangladesh,2013,WRI,19.81
Nigeria,13.11,20.24,64.76,50.35,88.2,55.73,2019,0,,,Bangladesh,2013,Exposure,31.7
Cameroon,12.87,20.32,63.33,45.68,89.54,54.78,2019,0,,,Bangladesh,2013,Vulnerability,62.5
Uruguay,12.52,36.03,34.76,18.82,56.57,28.88,2019,1,,,Bangladesh,2013,Susceptibility,40.92
Chile,12.45,34.32,36.29,17.87,62.77,28.22,2019,1,,,Bangladesh,2013,Lack of Coping Capabilities,86.23
Benin,12.33,18.82,65.52,54.64,81.39,60.52,2019,0,,,Bangladesh,2013,Lack of Adaptive Capacities,60.34
Gambia,12.06,19.46,61.99,42,83.43,60.53,2019,0,,,Solomon Is.,2013,WRI,18.11
Jamaica,11.91,26.18,45.51,24.6,74.7,37.22,2019,1,,,Solomon Is.,2013,Exposure,29.98
Chad,11.9,15.92,74.78,63.36,93.02,67.97,2019,0,,,Solomon Is.,2013,Vulnerability,60.4
Dominican Rep.,11.72,25.39,46.18,24.59,77.59,36.36,2019,1,,,Solomon Is.,2013,Susceptibility,43.96
Honduras,11.39,21.43,53.14,31.76,83.48,44.18,2019,1,,,Solomon Is.,2013,Lack of Coping Capabilities,84.15
Burkina Faso,11.14,16.59,67.14,55.81,83.45,62.15,2019,0,,,Solomon Is.,2013,Lack of Adaptive Capacities,53.09
Togo,10.99,16.72,65.72,55.55,86.23,55.38,2019,0,,,Costa Rica,2013,WRI,16.94
Mali,10.73,15.69,68.38,50.54,87.72,66.88,2019,0,,,Costa Rica,2013,Exposure,42.61
Indonesia,10.58,21.2,49.93,26.63,79.71,43.44,2019,2,,,Costa Rica,2013,Vulnerability,39.75
Angola,10.56,15.93,66.3,52.85,88.46,57.58,2019,0,,,Costa Rica,2013,Susceptibility,21.58
Madagascar,10.49,15.12,69.37,65.61,86.5,56,2019,0,,,Costa Rica,2013,Lack of Coping Capabilities,64.1
Vietnam,10.31,22.03,46.83,25.07,77.68,37.75,2019,2,,,Costa Rica,2013,Lack of Adaptive Capacities,33.58
Kenya,10.3,16.53,62.32,50.32,86.92,49.72,2019,0,,,Cambodia,2013,WRI,16.9
Burundi,10.29,14.81,69.47,61.05,91.13,56.24,2019,0,,,Cambodia,2013,Exposure,27.65
Côte d'Ivoire,10.03,15.55,64.52,47.18,86.12,60.27,2019,0,,,Cambodia,2013,Vulnerability,61.12
Senegal,9.82,16.48,59.59,44.89,79.89,53.97,2019,0,,,Cambodia,2013,Susceptibility,43.47
Sierra Leone,9.61,13.7,70.16,56.94,86.52,67.02,2019,0,,,Cambodia,2013,Lack of Coping Capabilities,86.6
Mozambique,9.5,13.5,70.44,64.8,88.05,58.46,2019,0,,,Cambodia,2013,Lack of Adaptive Capacities,53.28
Mauritius,9.47,23.88,39.66,17.34,64.99,36.65,2019,0,,,El Salvador,2013,WRI,16.85
Liberia,9.46,13.57,69.69,55.96,86.26,66.86,2019,0,,,El Salvador,2013,Exposure,32.6
Trinidad and Tobago,9.44,23.28,40.56,19,69.59,33.09,2019,1,,,El Salvador,2013,Vulnerability,51.69
Ghana,9.41,16.54,56.87,41.92,79.4,49.29,2019,0,,,El Salvador,2013,Susceptibility,29.5
Tanzania,9.23,14.4,64.14,58.01,83.58,50.84,2019,2,,,El Salvador,2013,Lack of Coping Capabilities,75.69
Zimbabwe,9.21,14.72,62.59,50.3,89.12,48.34,2019,0,,,El Salvador,2013,Lack of Adaptive Capacities,49.88
Afghanistan,9.21,13.73,67.11,49.21,92.36,59.75,2019,2,,,Timor-Leste,2013,WRI,16.37
Japan,9.19,38.94,23.6,16.8,39.9,14.11,2019,2,,,Timor-Leste,2013,Exposure,25.73
